0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.018000	0.045000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.027000	0.022000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.060000	0.054000	0.016000	0.027000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.049000	0.057000	0.017000	0.053000	0.018000	0.000000	0.000000	0.000000	0.000000	0.000000
0.049000	0.041000	0.027000	0.061000	0.019000	0.019000	0.000000	0.000000	0.000000	0.000000
0.057000	0.053000	0.043000	0.056000	0.037000	0.043000	0.025000	0.000000	0.000000	0.000000
0.070000	0.068000	0.052000	0.064000	0.041000	0.044000	0.059000	0.027000	0.000000	0.000000
0.068000	0.058000	0.062000	0.067000	0.060000	0.058000	0.075000	0.033000	0.040000	0.000000
