0.795000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.547000	0.564000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.435000	0.436000	0.592000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.373000	0.358000	0.505000	0.427000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.321000	0.307000	0.406000	0.344000	0.603000	0.000000	0.000000	0.000000	0.000000	0.000000
0.283000	0.296000	0.326000	0.265000	0.516000	0.308000	0.000000	0.000000	0.000000	0.000000
0.283000	0.290000	0.290000	0.233000	0.494000	0.255000	0.484000	0.000000	0.000000	0.000000
0.215000	0.249000	0.262000	0.210000	0.393000	0.222000	0.409000	0.405000	0.000000	0.000000
0.206000	0.220000	0.271000	0.194000	0.328000	0.203000	0.310000	0.301000	0.450000	0.000000
0.172000	0.221000	0.266000	0.195000	0.313000	0.193000	0.262000	0.322000	0.378000	0.355000
