0.810000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.781000	0.695000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.764000	0.664000	0.825000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.766000	0.619000	0.798000	0.826000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.749000	0.662000	0.800000	0.797000	0.869000	0.000000	0.000000	0.000000	0.000000	0.000000
0.744000	0.640000	0.793000	0.765000	0.834000	0.722000	0.000000	0.000000	0.000000	0.000000
0.759000	0.642000	0.779000	0.768000	0.830000	0.725000	0.824000	0.000000	0.000000	0.000000
0.748000	0.663000	0.778000	0.748000	0.834000	0.727000	0.822000	0.785000	0.000000	0.000000
0.746000	0.648000	0.776000	0.747000	0.806000	0.708000	0.773000	0.759000	0.796000	0.000000
0.754000	0.647000	0.773000	0.760000	0.806000	0.704000	0.762000	0.759000	0.783000	0.734000
