0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.254000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.406000	0.155000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.505000	0.299000	0.150000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.529000	0.348000	0.181000	0.038000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.594000	0.318000	0.276000	0.136000	0.062000	0.000000	0.000000	0.000000	0.000000	0.000000
0.590000	0.329000	0.273000	0.155000	0.085000	0.082000	0.000000	0.000000	0.000000	0.000000
0.616000	0.315000	0.299000	0.149000	0.117000	0.129000	0.071000	0.000000	0.000000	0.000000
0.648000	0.339000	0.315000	0.189000	0.178000	0.115000	0.189000	0.111000	0.000000	0.000000
0.659000	0.335000	0.317000	0.205000	0.204000	0.124000	0.234000	0.076000	0.067000	0.000000
