0.810000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.556000	0.564000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.404000	0.409000	0.619000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.305000	0.265000	0.469000	0.495000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.281000	0.216000	0.438000	0.457000	0.449000	0.000000	0.000000	0.000000	0.000000	0.000000
0.216000	0.246000	0.343000	0.359000	0.387000	0.391000	0.000000	0.000000	0.000000	0.000000
0.220000	0.235000	0.346000	0.340000	0.364000	0.309000	0.442000	0.000000	0.000000	0.000000
0.194000	0.249000	0.320000	0.346000	0.332000	0.262000	0.371000	0.304000	0.000000	0.000000
0.162000	0.225000	0.304000	0.306000	0.271000	0.276000	0.253000	0.193000	0.522000	0.000000
0.151000	0.229000	0.302000	0.290000	0.245000	0.267000	0.208000	0.228000	0.455000	0.297000
