0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.228000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.341000	0.069000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.510000	0.197000	0.154000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.569000	0.241000	0.208000	0.046000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.601000	0.273000	0.251000	0.108000	0.051000	0.000000	0.000000	0.000000	0.000000	0.000000
0.640000	0.295000	0.291000	0.162000	0.080000	0.062000	0.000000	0.000000	0.000000	0.000000
0.667000	0.325000	0.307000	0.186000	0.134000	0.090000	0.028000	0.000000	0.000000	0.000000
0.699000	0.329000	0.314000	0.191000	0.162000	0.100000	0.049000	0.029000	0.000000	0.000000
0.720000	0.338000	0.332000	0.200000	0.199000	0.122000	0.074000	0.048000	0.014000	0.000000
