0.803000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.574000	0.535000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.453000	0.458000	0.574000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.337000	0.383000	0.491000	0.437000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.292000	0.371000	0.478000	0.418000	0.347000	0.000000	0.000000	0.000000	0.000000	0.000000
0.261000	0.354000	0.427000	0.358000	0.293000	0.372000	0.000000	0.000000	0.000000	0.000000
0.224000	0.332000	0.396000	0.318000	0.271000	0.301000	0.452000	0.000000	0.000000	0.000000
0.197000	0.310000	0.373000	0.302000	0.252000	0.275000	0.428000	0.297000	0.000000	0.000000
0.137000	0.289000	0.358000	0.281000	0.177000	0.257000	0.390000	0.257000	0.393000	0.000000
0.111000	0.278000	0.349000	0.273000	0.144000	0.235000	0.363000	0.240000	0.383000	0.328000
