0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.453000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.532000	0.048000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.614000	0.131000	0.107000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.672000	0.172000	0.147000	0.057000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.702000	0.196000	0.212000	0.116000	0.070000	0.000000	0.000000	0.000000	0.000000	0.000000
0.717000	0.239000	0.261000	0.189000	0.096000	0.083000	0.000000	0.000000	0.000000	0.000000
0.732000	0.268000	0.271000	0.204000	0.118000	0.099000	0.024000	0.000000	0.000000	0.000000
0.743000	0.281000	0.283000	0.219000	0.143000	0.105000	0.089000	0.029000	0.000000	0.000000
0.752000	0.286000	0.294000	0.224000	0.166000	0.124000	0.110000	0.030000	0.016000	0.000000
